ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Name of surface water (river/estuary/lake/reservoir/sea),Sediment Fraction,Origin of Sediment,Sediment Type,River basin name,Proxy pressures,Type of sampling depth,Distance from the river source (km),Depth (m),Sludge total organic carbon (% of total dry weight)
21869,EMBLAS-II (Survey 2016),Real Sample,Sediment JOSS12,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",11,Odesa,Ukraine,42.38333,38.58333,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21870,EMBLAS-II (Survey 2016),Real Sample,Sediment JOSS12,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",10,Odesa,Ukraine,42.38333,38.58333,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21871,EMBLAS-II (Survey 2016),Real Sample,Sediment JOSS03,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",11,Odesa,Ukraine,43.08333,33.41667,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21872,EMBLAS-II (Survey 2016),Real Sample,Sediment JOSS03,"Fri, 06/03/2016 - 22:00","Fri, 04/29/2016 - 22:00",10,Odesa,Ukraine,43.08333,33.41667,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21873,EMBLAS-II (Survey 2016),Real Sample,Sediment GE14,"Sun, 05/29/2016 - 22:00","Sun, 04/24/2016 - 22:00",11,Tbilisi,Georgia,42.373,41.55833,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21874,EMBLAS-II (Survey 2016),Real Sample,Sediment GE14,"Sun, 05/29/2016 - 22:00","Sun, 04/24/2016 - 22:00",10,Tbilisi,Georgia,42.373,41.55833,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21875,EMBLAS-II (Survey 2016),Real Sample,Sediment GE11,"Sun, 05/29/2016 - 22:00","Sun, 04/24/2016 - 22:00",11,Tbilisi,Georgia,42.12367,41.61917,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21876,EMBLAS-II (Survey 2016),Real Sample,Sediment GE11,"Sun, 05/29/2016 - 22:00","Sun, 04/24/2016 - 22:00",10,Tbilisi,Georgia,42.12367,41.61917,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21877,EMBLAS-II (Survey 2016),Real Sample,Sediment GE08,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",11,Tbilisi,Georgia,41.9035,41.75183,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21878,EMBLAS-II (Survey 2016),Real Sample,Sediment GE08,"Mon, 05/30/2016 - 22:00","Mon, 04/25/2016 - 22:00",10,Tbilisi,Georgia,41.9035,41.75183,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21879,EMBLAS-II (Survey 2016),Real Sample,Sediment GE03,"Tue, 05/31/2016 - 22:00","Tue, 04/26/2016 - 22:00",11,Tbilisi,Georgia,41.66556,41.59333,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21880,EMBLAS-II (Survey 2016),Real Sample,Sediment GE03,"Tue, 05/31/2016 - 22:00","Tue, 04/26/2016 - 22:00",10,Tbilisi,Georgia,41.66556,41.59333,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21881,EMBLAS-II (Survey 2016),Real Sample,Sediment GE02,"Sat, 05/28/2016 - 22:00","Sat, 04/23/2016 - 22:00",11,Tbilisi,Georgia,41.5725,41.54,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21882,EMBLAS-II (Survey 2016),Real Sample,Sediment GE02,"Sat, 05/28/2016 - 22:00","Sat, 04/23/2016 - 22:00",10,Tbilisi,Georgia,41.5725,41.54,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21883,EMBLAS-II (Survey 2016),Real Sample,Sediment GE01,"Sat, 05/28/2016 - 22:00","Sat, 04/23/2016 - 22:00",11,Tbilisi,Georgia,41.55167,41.55778,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
21884,EMBLAS-II (Survey 2016),Real Sample,Sediment GE01,"Sat, 05/28/2016 - 22:00","Sat, 04/23/2016 - 22:00",10,Tbilisi,Georgia,41.55167,41.55778,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,1500,
