ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Capacity population equivalent,Daily flow m^3/day,Dissolved organic carbon (mg/L),MES Dry matter content (mg/L),pH,Proxy pressures,River basin,Sludge retention time (days),Temperature (°C),Type of industry,Type of tertiary treatment,Type of treatment plant,Type of wastewater,Type of wastewater sample,Volume of the reactor (m^3),Wastewater fraction,Latitude.1
19743,IP_scoring,Real Sample,Standard with phenols,"Wed, 05/01/2019 - 22:00","Wed, 03/27/2019 - 22:00",10,Athens,Greece,37.98,23.73,1,1,,,,,,,,,,None (raw wastewater),Waste water - Municipal and Industrial,Effluent wastewater,,Dissolved fraction,37.98
19744,IP_scoring,Real Sample,Standard with pharmaceuticals 03,"Wed, 05/01/2019 - 22:00","Wed, 03/27/2019 - 22:00",10,Athens,Greece,37.98,23.73,1,1,,,,,,,,,,None (raw wastewater),Waste water - Municipal and Industrial,Effluent wastewater,,Dissolved fraction,37.98
19745,IP_scoring,Real Sample,Standard with pharmaceuticals 02,"Wed, 05/01/2019 - 22:00","Wed, 03/27/2019 - 22:00",10,Athens,Greece,37.98,23.73,1,1,,,,,,,,,,None (raw wastewater),Waste water - Municipal and Industrial,Effluent wastewater,,Dissolved fraction,37.98
19746,IP_scoring,Real Sample,Standard with pharmaceuticals 01,"Wed, 05/01/2019 - 22:00","Wed, 03/27/2019 - 22:00",10,Athens,Greece,37.98,23.73,1,1,,,,,,,,,,None (raw wastewater),Waste water - Municipal and Industrial,Effluent wastewater,,Dissolved fraction,37.98
19747,IP_scoring,Real Sample,Standard with pesticides 04,"Wed, 05/01/2019 - 22:00","Wed, 03/27/2019 - 22:00",10,Athens,Greece,37.98,23.73,1,1,,,,,,,,,,None (raw wastewater),Waste water - Municipal and Industrial,Effluent wastewater,,Dissolved fraction,37.98
19748,IP_scoring,Real Sample,Standard with pesticides 03,"Wed, 05/01/2019 - 22:00","Wed, 03/27/2019 - 22:00",10,Athens,Greece,37.98,23.73,1,1,,,,,,,,,,None (raw wastewater),Waste water - Municipal and Industrial,Effluent wastewater,,Dissolved fraction,37.98
19749,IP_scoring,Real Sample,Standard with pesticides 02,"Wed, 05/01/2019 - 22:00","Wed, 03/27/2019 - 22:00",10,Athens,Greece,37.98,23.73,1,1,,,,,,,,,,None (raw wastewater),Waste water - Municipal and Industrial,Effluent wastewater,,Dissolved fraction,37.98
19750,IP_scoring,Real Sample,Standard with pesticides 01,"Wed, 05/01/2019 - 22:00","Wed, 03/27/2019 - 22:00",10,Athens,Greece,37.98,23.73,1,1,,,,,,,,,,None (raw wastewater),Waste water - Municipal and Industrial,Effluent wastewater,,Dissolved fraction,37.98
19751,IP_scoring,Real Sample,Standard with miscellaneous contaminants,"Wed, 05/01/2019 - 22:00","Wed, 03/27/2019 - 22:00",10,Athens,Greece,37.98,23.73,1,1,,,,,,,,,,None (raw wastewater),Waste water - Municipal and Industrial,Effluent wastewater,,Dissolved fraction,37.98
19752,IP_scoring,Real Sample,Standard with industrial contaminants,"Wed, 05/01/2019 - 22:00","Wed, 03/27/2019 - 22:00",10,Athens,Greece,37.98,23.73,1,1,,,,,,,,,,None (raw wastewater),Waste water - Municipal and Industrial,Effluent wastewater,,Dissolved fraction,37.98
19753,IP_scoring,Real Sample,Standard with GC contaminants,"Wed, 05/01/2019 - 22:00","Wed, 03/27/2019 - 22:00",10,Athens,Greece,37.98,23.73,1,1,,,,,,,,,,None (raw wastewater),Waste water - Municipal and Industrial,Effluent wastewater,,Dissolved fraction,37.98
19754,IP_scoring,Real Sample,Standard with amines,"Wed, 05/01/2019 - 22:00","Wed, 03/27/2019 - 22:00",10,Athens,Greece,37.98,23.73,1,1,,,,,,,,,,None (raw wastewater),Waste water - Municipal,Effluent wastewater,,Dissolved fraction,37.98
