ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Name of surface water (river/estuary/lake/reservoir/sea),Sediment Fraction,Origin of Sediment,Sediment Type,River basin name,Proxy pressures,Type of sampling depth,Distance from the river source (km),Depth (m),Sludge total organic carbon (% of total dry weight)
22749,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 71 Neg ESI,"Wed, 10/27/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Goteborg,,57.680676,11.76959201,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22750,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 72 Neg ESI,"Sun, 09/19/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Bomhus,,60.686767,17.212815,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22751,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 73 Neg ESI,"Thu, 09/23/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Visby,,57.638647,18.283105,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22752,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 74 Neg ESI,"Sun, 10/24/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Visby,,57.635176,18.241614,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22753,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 75 Neg ESI,"Sun, 10/17/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Drosebo,,56.14981601,14.76889,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22754,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 76 Neg ESI,"Tue, 10/19/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Vastra,,58.422798,11.658071,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22755,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 77 Neg ESI,"Sat, 10/23/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Landskrona,,55.86566299,12.823531,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22756,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 78 Neg ESI,"Sat, 10/16/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Blankaholm,,57.58857701,16.531633,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22757,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 79 Neg ESI,"Sat, 10/16/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Blankaholm,,57.584018,16.522325,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22758,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 80 Neg ESI,"Fri, 10/22/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Henriksnas,,57.577099,16.588095,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22759,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 81 Neg ESI,"Tue, 10/26/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Norrkoping,,56.672415,12.085057,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22760,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 82 Neg ESI,"Wed, 10/13/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Norrkoping,,58.620384,16.184542,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22761,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 83 Neg ESI,"Sat, 10/23/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Norrkoping,,58.63539,16.304598,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22762,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Sweden HELCOM pre-EMPT 84 Neg ESI,"Wed, 05/26/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Karlskrona,,55.543307,16.389878,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22768,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Denmark HELCOM pre-EMPT 90 Neg ESI,"Fri, 01/01/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Kregme,,55.924667,12.023333,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22769,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Denmark HELCOM pre-EMPT 91 Neg ESI,"Fri, 01/01/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Juvre,,55.181667,8.6,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22770,HELCOM pre-EMPT,,Top layer sediment from Baltic Sea in Denmark HELCOM pre-EMPT 92 Neg ESI,"Fri, 01/01/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Svenstrup,,55.4662,9.748367,Black Sea,(Whole) Fraction < 2mm,,,Black Sea,,Spot sampling,,,
22771,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Denmark HELCOM pre-EMPT 93 Neg ESI,"Fri, 01/01/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Struer,,56.508833,8.678833,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22772,HELCOM pre-EMPT,Real Sample,Top layer sediment from Baltic Sea in Denmark HELCOM pre-EMPT 94 Neg ESI,"Fri, 01/01/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Skive,,56.620833,9.07583301,Baltic Sea,(Whole) Fraction < 2mm,,,Baltic Sea,,Spot sampling,,,
22775,HELCOM pre-EMPT,Blank Sample,Procedural blank sediments pre-EMPT 37-94 Neg ESI,"Fri, 08/20/2021 - 00:00","Mon, 06/06/2022 - 00:00",11,Helsinki,,60.174857,25.003935,,(Whole) Fraction < 2mm,,,,,,,,
