,sample_id,ID,Collection,Sample type,Short name for contribution,Sampling date,Analysis date,Instrument setup used,Monitored City,Monitored country,Latitude,Longitude,Alive or not,Basis of measurement,Biota species name (in Latin),Distance from the river source (km),Fat content (% of total wet matter),"Name of river, estuary, lake, reservoir, sea",Number of orgnanisms,Origin of biota,Proxy pressures,River basin name,Size (mm),Species group,Tissue,Water content(%),Weight (kg),field_country,LD1,LD2
311,19934,19934,LIFE APEX,Real Sample,LIFE APEX 103 Buzzard liver from England (2009),"Thu, 01/01/2009 - 22:00","Thu, 11/27/2008 - 22:00",LC-Bruker maXis QTOF: Submission #10,London,UK,51.329021,0.379717,0,Wet weight,"Buzzard, Buteo buteo",,,UK,,Terrestrial environment,,,,Other (22510),Liver,71.72999687,,Canada,1.5444851454833728,1.923246167560986
312,19941,19941,LIFE APEX,Real Sample,"LIFE APEX 99 Buzzard liver from England (2001, 2002)","Tue, 01/01/2002 - 22:00","Tue, 11/27/2001 - 22:00",LC-Bruker maXis QTOF: Submission #11,London,UK,51.329021,0.379717,0,Wet weight,"Buzzard, Buteo buteo",,,UK,,Terrestrial environment,,,,Other (22510),Liver,69.6424185,,Canada,1.5171401344186757,1.5875317577188173
313,21496,21496,LIFE APEX,Real Sample,LIFE APEX 50 Otter liver from Uppland,"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #10,Stockholm,Sweden,59.319383,18.109282,1,Dry weight,Otter,,,Uppland,,River,,Uppland,,Other (22510),Liver,,,Sweden,1.5389308865835634,1.8550565901551348
314,19047,19047,LIFE APEX,Real Sample,LIFE APEX 198 Buzzard liver pooled from Warmian-Masurian Voivodeship,"Sun, 02/02/2020 - 22:00","Sun, 12/29/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Olsztyn,Poland,53.803289,20.464641,1,Wet weight,Buzzard,,,,2.0,Terrestrial environment,,,,Bird (22511),Liver,69.5,,Poland,-8.806579127586668,-2.8903728698981133
315,21589,21589,LIFE APEX,Real Sample,LIFE APEX 03 Bream muscle from Rhine Bimmen,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Emmerich,Germany,51.85,6.24,1,Dry weight,Bream,,,Rhine river basin,,River,,Rhine river basin,,Fish (22486),Muscel,,,Germany,5.283811285299419,-3.8833619933124677
316,21524,21524,LIFE APEX,Real Sample,LIFE APEX 36 Otter liver from Harich,"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #10,Sneek,Netherlands,52.937049,5.542928,1,Dry weight,Otter,,,Harich,,River,,Harich,,Other (22510),Liver,,,Netherlands,1.5358421177399137,1.8171358079314948
317,19117,19117,LIFE APEX,Real Sample,LIFE APEX 144 Eurasian Otter liver pooled from Wales,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Cardiff,UK,51.464898,-3.13467,1,Wet weight,Eurasian Otter,,,,1.0,Terrestrial environment,,,,Other (22510),Liver,67.50842257,,UK,1.5043043048107139,1.429946414217544
318,21538,21538,LIFE APEX,Real Sample,LIFE APEX 27 Harbour Porpoise liver from UK 03,"Tue, 01/01/2019 - 22:00","Tue, 11/27/2018 - 22:00",LC-Bruker maXis QTOF: Submission #10,Edinburgh,UK,56.149104,-2.539179,1,Dry weight,Harbour Porpoise,,,Marine water of UK,,Marine environment,,Marine water of UK,,Fish (22486),Liver,,,UK,5.28154582865462,-3.9111749804323774
319,19167,19167,LIFE APEX,Real Sample,LIFE APEX 155 Harbour Porpoise liver pooled from Varangerfjorden,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Varangerfjorden,Norway,70.08034,28.898893,1,Wet weight,Harbour Porpoise,,,,1.0,Marine environment,,,,Fish (22486),Liver,70.53119999,,Norway,5.276147609900331,-3.9774488546322213
320,19876,19876,LIFE APEX,Real Sample,LIFE APEX 131 Otter liver from England and Wales (2018),"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #10,London,UK,51.57467,-1.067028,0,Wet weight,"Eurasian Otter, Lutra lutra",,,UK,,River,,,,Other (22510),Liver,67.46431726,,Canada,1.5486766305830268,1.9747049855246197
321,19053,19053,LIFE APEX,Real Sample,"LIFE APEX 195 Buzzard liver pooled from Coimbra, Viseu","Sun, 02/02/2020 - 22:00","Sun, 12/29/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Coimbra,Portugal,40.224815,-8.319192,1,Wet weight,Buzzard,,,,2.0,Terrestrial environment,,,,Bird (22511),Liver,72.0,,Portugal,-22.866228826114448,-1.5199803234413514
322,21579,21579,LIFE APEX,Real Sample,LIFE APEX 08 Eelpout muscle from North Sea Varel Mellum,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Wilhelmshaven,Germany,53.54,8.11,1,Dry weight,Eelpout,,,North Sea,,Coastal region,,North Sea,,Fish (22486),Muscel,,,Germany,5.242231808713201,-4.393832784882777
323,19914,19914,LIFE APEX,Real Sample,LIFE APEX 113 Buzzard liver from England (2011),"Sat, 01/01/2011 - 22:00","Sat, 11/27/2010 - 22:00",LC-Bruker maXis QTOF: Submission #10,London,UK,51.329021,0.379717,0,Wet weight,"Buzzard, Buteo buteo",,,UK,,Terrestrial environment,,,,Other (22510),Liver,72.18055771,,Canada,1.5424267459535912,1.897975218438882
324,21519,21519,LIFE APEX,Real Sample,LIFE APEX 38 Harbour Seal liver from Zuid-Holland,"Tue, 01/01/2019 - 22:00","Tue, 11/27/2018 - 22:00",LC-Bruker maXis QTOF: Submission #11,Rotterdam,Netherlands,51.901053,4.284472,1,Dry weight,Harbour Seal,,,Zuid-Holland,,Coastal region,,Zuid-Holland,,Other (22510),Liver,,,Netherlands,1.5320445035562704,1.7705125390123004
325,19964,19964,LIFE APEX,Real Sample,LIFE APEX 89 Harbour Seal liver from North Sea (2009),"Thu, 01/01/2009 - 22:00","Thu, 11/27/2008 - 22:00",LC-Bruker maXis QTOF: Submission #10,Cuxhaven,Germany,54.082933,8.48307,1,Wet weight,"Harbour Seal, Phoca vitulina",,,North Sea,,Coastal region,,North Sea Basin,,Other (22510),Liver,74.0,,Germany,1.5385615612743737,1.8505223872645808
326,21467,21467,LIFE APEX,Real Sample,LIFE APEX 62 Harbour Seal liver from Grothusenkoog,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Heide,Germany,54.292287,8.752707,1,Dry weight,Harbour Seal,,,North Sea,,Coastal region,,North Sea,,Other (22510),Liver,,,Germany,1.2656140354072476,-1.5004514831642772
327,21560,21560,LIFE APEX,Real Sample,LIFE APEX 17 Roach muscle from River Lea (Wheathampstead),"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,Luton,UK,51.813566,-0.292979,1,Dry weight,Roach,,,Lea River Basin,,River,,Lea River Basin,,Fish (22486),Muscel,,,UK,5.257760946518452,-4.203181725304639
328,19980,19980,LIFE APEX,Real Sample,LIFE APEX 81 Harbour Seal liver from North Sea (2001),"Mon, 01/01/2001 - 22:00","Mon, 11/27/2000 - 22:00",LC-Bruker maXis QTOF: Submission #10,Cuxhaven,Germany,54.082933,8.48307,1,Wet weight,"Harbour Seal, Phoca vitulina",,,North Sea,,Coastal region,,North Sea Basin,,Other (22510),Liver,71.0,,Germany,1.5220636097970695,1.6479772125447572
329,19175,19175,LIFE APEX,Real Sample,"LIFE APEX 136 Eurasian lynx muscle pooled from Dalarna, Jamtland","Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Ostersund,Sweden,63.126679,14.443638,1,Wet weight,Eurasian lynx,,,,1.0,Terrestrial environment,,,,Other (22510),Muscle,71.0,,Sweden,1.519436658332184,1.6157261573658612
330,19937,19937,LIFE APEX,Real Sample,"LIFE APEX 101 Buzzard liver from England (2005, 2006)","Sun, 01/01/2006 - 22:00","Sun, 11/27/2005 - 22:00",LC-Bruker maXis QTOF: Submission #11,London,UK,51.329021,0.379717,0,Wet weight,"Buzzard, Buteo buteo",,,UK,,Terrestrial environment,,,,Other (22510),Liver,70.65305017,,Canada,1.427776981339633,0.49042127834864363
331,19133,19133,LIFE APEX,Real Sample,"LIFE APEX 177 Harbour Porpoise liver pooled from Belgium, France","Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,Antwerp,Belgium,51.411497,3.673056,1,Wet weight,Harbour Porpoise,,,,1.0,Marine environment,,,,Fish (22486),Liver,73.54919207,,Belgium,5.254796953981721,-4.239570630136664
332,19969,19969,LIFE APEX,Real Sample,LIFE APEX 86 Harbour Seal liver from North Sea (2006),"Sun, 01/01/2006 - 22:00","Sun, 11/27/2005 - 22:00",LC-Bruker maXis QTOF: Submission #11,Cuxhaven,Germany,54.082933,8.48307,1,Wet weight,"Harbour Seal, Phoca vitulina",,,North Sea,,Coastal region,,North Sea Basin,,Other (22510),Liver,73.0,,Germany,1.5578290620974347,2.0870692898291354
333,19091,19091,LIFE APEX,Real Sample,LIFE APEX 159 Eurasian Otter liver pooled from Western Hungary,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,Zalaegerszeg,Hungary,46.864745,16.862463,1,Wet weight,Eurasian Otter,,,,3.0,Terrestrial environment,,,,Other (22510),Liver,71.52992421,,Hungary,1.5252566337456657,1.687177933582236
334,19160,19160,LIFE APEX,Real Sample,LIFE APEX 161 Striped dolphin liver pooled from Bay of Biscay,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Bilbao,Spain,43.379766,-3.020877,1,Wet weight,Striped dolphin,,,,1.0,Marine environment,,,,Fish (22486),Liver,74.44633562,,Spain,5.469624901111291,-1.602130209373932
335,19112,19112,LIFE APEX,Real Sample,LIFE APEX 146 Eurasian Otter liver pooled from Midlands England,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Birmingham,UK,52.479417,-1.933885,1,Wet weight,Eurasian Otter,,,,3.0,Terrestrial environment,,,,Other (22510),Liver,68.16586162,,UK,1.5083797602943647,1.4799807378203267
336,21591,21591,LIFE APEX,Real Sample,LIFE APEX 02 Bream muscle from Elbe,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #11,Wittenberge,Germany,53.01,11.75,1,Dry weight,Bream,,,Elbe river basin,,Coastal region,,Elbe river basin,,Fish (22486),Muscel,,,Germany,5.244072337500513,-4.371236632547322
337,21459,21459,LIFE APEX,Real Sample,LIFE APEX 66 Otter liver from Bosdorf,"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #11,Eutin,Germany,54.13129,10.452888,1,Dry weight,Otter,,,Ploner Lake,,River,,Ploner Lake,,Other (22510),Liver,,,Germany,1.6081190703980184,2.704479186561152
338,21521,21521,LIFE APEX,Real Sample,LIFE APEX 37 Otter liver from Augustinusga,"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #11,Groningen,Netherlands,53.226344,6.167509,1,Dry weight,Otter,,,Augustinusga,,River,,Augustinusga,,Other (22510),Liver,,,Netherlands,1.5343910853796525,1.7993214990861484
339,19972,19972,LIFE APEX,Real Sample,LIFE APEX 85 Harbour Seal liver from North Sea (2005),"Sat, 01/01/2005 - 22:00","Sat, 11/27/2004 - 22:00",LC-Bruker maXis QTOF: Submission #10,Cuxhaven,Germany,54.082933,8.48307,1,Wet weight,"Harbour Seal, Phoca vitulina",,,North Sea,,Coastal region,,North Sea Basin,,Other (22510),Liver,69.0,,Germany,1.5208580596316927,1.6331766859937935
340,19908,19908,LIFE APEX,Real Sample,LIFE APEX 116 Buzzard liver from England (2017),"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #10,London,UK,51.329021,0.379717,0,Wet weight,"Buzzard, Buteo buteo",,,UK,,Terrestrial environment,,,,Other (22510),Liver,74.68418549,,Canada,1.5378904328035565,1.842282950170241
341,21504,21504,LIFE APEX,Real Sample,LIFE APEX 46 Herring muscle from Angskarsklubb,"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #10,Norrtalje,Sweden,59.767709,18.805003,1,Dry weight,Herring,,,Angskarsklubb,,Coastal region,,Angskarsklubb,,Other (22510),Muscel,,,Sweden,1.4981502273150769,1.3543928702939572
342,21514,21514,LIFE APEX,Real Sample,LIFE APEX 41 Buzzard liver from Berlin,"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #10,Berlin,Germany,52.553125,13.223138,1,Dry weight,Buzzard,,,Berlin area,,Terrestrial environment,,Berlin area,,Other (22510),Liver,,,Germany,1.5378645571535436,1.8419652750904614
343,21522,21522,LIFE APEX,Real Sample,LIFE APEX 37 Otter liver from Augustinusga,"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #10,Groningen,Netherlands,53.226344,6.167509,1,Dry weight,Otter,,,Augustinusga,,River,,Augustinusga,,Other (22510),Liver,,,Netherlands,1.5296882765727646,1.7415851654100645
344,21525,21525,LIFE APEX,Real Sample,LIFE APEX 35 Otter liver from Zevenhuizen,"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #11,Zevenhuizen-Moerkapelle,Netherlands,52.026211,4.558007,1,Dry weight,Otter,,,Zevenhuizen,,River,,Zevenhuizen,,Other (22510),Liver,,,Netherlands,1.5669972641229957,2.199627208531003
345,19907,19907,LIFE APEX,Real Sample,LIFE APEX 116 Buzzard liver from England (2017),"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,London,UK,51.329021,0.379717,0,Wet weight,"Buzzard, Buteo buteo",,,UK,,Terrestrial environment,,,,Other (22510),Liver,74.68418549,,Canada,1.5304674699801393,1.7511513145805062
346,21466,21466,LIFE APEX,Real Sample,LIFE APEX 63 Otter liver from Germany 01,"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #10,Cuxhaven,Germany,53.985303,7.913999,1,Dry weight,Otter,,,North Sea,,Coastal region,,North Sea,,Other (22510),Liver,,,Germany,1.5586541826837428,2.0971992864864557
347,21565,21565,LIFE APEX,Real Sample,LIFE APEX 14 Buzzard liver from Sussex-Hampshire,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Farnborough,UK,50.943334,-0.924196,1,Dry weight,Buzzard,,,Sussex/Hampshire,,Terrestrial environment,,Sussex/Hampshire,,Other (22510),Liver,,,UK,1.5375732443508376,1.8383888309115535
348,19174,19174,LIFE APEX,Real Sample,"LIFE APEX 136 Eurasian lynx muscle pooled from Dalarna, Jamtland","Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Ostersund,Sweden,63.126679,14.443638,1,Wet weight,Eurasian lynx,,,,1.0,Terrestrial environment,,,,Other (22510),Muscle,71.0,,Sweden,1.4252660257035283,0.45959430272515334
349,19895,19895,LIFE APEX,Real Sample,LIFE APEX 121 Otter liver from England and Wales (2008),"Tue, 01/01/2008 - 22:00","Tue, 11/27/2007 - 22:00",LC-Bruker maXis QTOF: Submission #11,London,UK,51.57467,-1.067028,0,Wet weight,"Eurasian Otter, Lutra lutra",,,UK,,River,,,,Other (22510),Liver,65.0,,Canada,1.5616374407377618,2.1338247138685205
350,19066,19066,LIFE APEX,Real Sample,LIFE APEX 188 Buzzard liver pooled from Central Sardinia,"Sun, 02/02/2020 - 22:00","Sun, 12/29/2019 - 22:00",LC-Bruker maXis QTOF: Submission #11,Cagliari,Italy,39.413875,8.673894,1,Wet weight,Buzzard,,,,4.0,Terrestrial environment,,,,Bird (22511),Liver,73.18821329,,Italy,-22.85081116405327,-1.33069785038741
351,19097,19097,LIFE APEX,Real Sample,LIFE APEX 154 Eurasian Otter liver pooled from Southern Moravia,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,Brno,Czech Republic,49.104827,16.631006,1,Wet weight,Eurasian Otter,,,,3.0,Terrestrial environment,,,,Other (22510),Liver,68.67873375,,Czech Republic,1.5347651495553678,1.8039138809905675
352,19996,19996,LIFE APEX,Real Sample,LIFE APEX 74 Bream muscle from Rhine Bimmen (2008),"Tue, 01/01/2008 - 22:00","Tue, 11/27/2007 - 22:00",LC-Bruker maXis QTOF: Submission #10,Bimmen,Germany,51.86051,6.071775,1,Wet weight,"Bream, Abramis brama",,,Rhine River,,River,,Rhine River Basin,,Fish (22486),Muscle,78.0,,Germany,5.263915916131607,-4.127617228864038
353,21461,21461,LIFE APEX,Real Sample,LIFE APEX 65 Otter liver from Germany 02,"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #11,Greifswald,Germany,54.129048,13.463002,1,Dry weight,Otter,,,,,Coastal region,,,,Other (22510),Liver,,,Germany,1.5417084738857065,1.8891569999051925
354,19920,19920,LIFE APEX,Real Sample,LIFE APEX 110 Buzzard liver from England (2016),"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,London,UK,51.329021,0.379717,0,Wet weight,"Buzzard, Buteo buteo",,,UK,,Terrestrial environment,,,,Other (22510),Liver,73.06873892,,Canada,1.5050080177733436,1.4385858907708686
355,19906,19906,LIFE APEX,Real Sample,LIFE APEX 117 Buzzard liver from England (2018),"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #10,London,UK,51.329021,0.379717,0,Wet weight,"Buzzard, Buteo buteo",,,UK,,Terrestrial environment,,,,Other (22510),Liver,74.28256256,,Canada,1.5380455437135452,1.8441872451614982
356,19940,19940,LIFE APEX,Real Sample,LIFE APEX 100 Buzzard liver from England (2003),"Wed, 01/01/2003 - 22:00","Wed, 11/27/2002 - 22:00",LC-Bruker maXis QTOF: Submission #10,London,UK,51.329021,0.379717,0,Wet weight,"Buzzard, Buteo buteo",,,UK,,Terrestrial environment,,,,Other (22510),Liver,69.87417919,,Canada,1.5356283940119482,1.8145119239976697
357,19087,19087,LIFE APEX,Real Sample,LIFE APEX 176 Eurasian Otter liver pooled from Jonkopings lan,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,Jonkoping,Sweden,57.78885,14.152215,1,Wet weight,Eurasian Otter,,,,4.0,Terrestrial environment,,,,Other (22510),Liver,69.91941118,,Sweden,1.4846487983917152,1.1886359710806746
358,21548,21548,LIFE APEX,Real Sample,LIFE APEX 23 Otter liver from South Wales-Somerset-Hertfordshire,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,Bath,UK,51.334841,-2.616951,1,Dry weight,Otter,,,South Wales-Somerset-Hertfordshire,,Coastal region,,South Wales-Somerset-Hertfordshire,,Other (22510),Liver,,,UK,1.5146682978429384,1.557185046383108
359,19997,19997,LIFE APEX,Real Sample,LIFE APEX 73 Bream muscle from Rhine Bimmen (2006),"Sun, 01/01/2006 - 22:00","Sun, 11/27/2005 - 22:00",LC-Bruker maXis QTOF: Submission #11,Bimmen,Germany,51.86051,6.071775,1,Wet weight,"Bream, Abramis brama",,,Rhine River,,River,,Rhine River Basin,,Fish (22486),Muscle,79.0,,Germany,5.280637655985534,-3.922324606626086
360,21511,21511,LIFE APEX,Real Sample,LIFE APEX 42 Buzzard liver from Lower Saxony,"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #11,Hanover,Germany,52.378424,9.695191,1,Dry weight,Buzzard,,,Lower Saxony,,Terrestrial environment,,Lower Saxony,,Other (22510),Liver,,,Germany,1.531589868395658,1.7649309879834296
361,19897,19897,LIFE APEX,Real Sample,LIFE APEX 120 Otter liver from England and Wales (2007),"Mon, 01/01/2007 - 22:00","Mon, 11/27/2006 - 22:00",LC-Bruker maXis QTOF: Submission #11,London,UK,51.57467,-1.067028,0,Wet weight,"Eurasian Otter, Lutra lutra",,,UK,,River,,,,Other (22510),Liver,68.0,,Canada,1.555119340604835,2.0538020679007674
362,19138,19138,LIFE APEX,Real Sample,LIFE APEX 172 Short-beaked common dolphin liver pooled from Galicia,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #11,Santiago de Compostela,Spain,42.786558,-9.044288,1,Wet weight,Short-beaked common dolphin,,,,2.0,Marine environment,,,,Fish (22486),Liver,70.76452599,,Spain,5.261678854114405,-4.155081615442842
363,19989,19989,LIFE APEX,Real Sample,LIFE APEX 77 Bream muscle from Rhine Bimmen (2014),"Wed, 01/01/2014 - 22:00","Wed, 11/27/2013 - 22:00",LC-Bruker maXis QTOF: Submission #11,Bimmen,Germany,51.86051,6.071775,1,Wet weight,"Bream, Abramis brama",,,Rhine River,,River,,Rhine River Basin,,Fish (22486),Muscle,80.0,,Germany,5.2947390168720165,-3.749202349086066
364,19083,19083,LIFE APEX,Real Sample,"LIFE APEX 180 Buzzard liver pooled from Presov, Kosice, Trebisov, Humenne","Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #10,Kosice,Slovakia,48.808014,21.190465,1,Wet weight,Buzzard,,,,1.0,Terrestrial environment,,,,Bird (22511),Liver,72.07331331,,Slovakia,-22.844143209258434,-1.2488354403304225
365,21491,21491,LIFE APEX,Real Sample,LIFE APEX 52 Otter liver from Norrbotten,"Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #11,Kiruna,Sweden,67.934516,20.379767,1,Dry weight,Otter,,,Norrbotten,,River,,Norrbotten,,Other (22510),Liver,,,Sweden,1.5515741796676654,2.0102781648018997
366,19880,19880,LIFE APEX,Real Sample,LIFE APEX 129 Otter liver from England and Wales (2016),"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,London,UK,51.57467,-1.067028,0,Wet weight,"Eurasian Otter, Lutra lutra",,,UK,,River,,,,Other (22510),Liver,68.82761586,,Canada,1.5409772524554708,1.8801798021875915
367,19121,19121,LIFE APEX,Real Sample,LIFE APEX 142 Eurasian Otter liver pooled from Eastern Austria,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #10,Innsbruck,Austria,47.264397,11.323576,1,Wet weight,Eurasian Otter,,,,1.0,Terrestrial environment,,,,Other (22510),Liver,68.45807939,,Austria,1.5254215559812463,1.6892026821133936
368,21563,21563,LIFE APEX,Real Sample,LIFE APEX 15 Buzzard liver from South Wales-Somerset-Hertfordshire,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Oxford,UK,51.76,-1.26,1,Dry weight,Buzzard,,,South Wales-Somerset-Hertfordshire,,Terrestrial environment,,South Wales-Somerset-Hertfordshire,,Other (22510),Liver,,,UK,1.5493054912737636,1.9824255015325363
369,19055,19055,LIFE APEX,Real Sample,"LIFE APEX 194 Buzzard liver pooled from Presov, Kosice, Trebisov, Humenne","Mon, 01/01/2018 - 22:00","Mon, 11/27/2017 - 22:00",LC-Bruker maXis QTOF: Submission #10,Presov,Slovakia,48.975857,21.195856,1,Wet weight,Buzzard,,,,1.0,Terrestrial environment,,,,Bird (22511),Liver,72.07331331,,Slovakia,-22.884700896838737,-1.7467617391492227
370,19149,19149,LIFE APEX,Real Sample,LIFE APEX 167 Harbour Porpoise liver pooled from Odessa,"Sun, 02/02/2020 - 22:00","Sun, 12/29/2019 - 22:00",LC-Bruker maXis QTOF: Submission #10,Odessa,Ukraine,46.469803,30.767571,1,Wet weight,Harbour Porpoise,,,,1.0,Marine environment,,,,Fish (22486),Liver,72.94176098,,USA,5.26266067032121,-4.143027868320483
371,19991,19991,LIFE APEX,Real Sample,LIFE APEX 76 Bream muscle from Rhine Bimmen (2012),"Sun, 01/01/2012 - 22:00","Sun, 11/27/2011 - 22:00",LC-Bruker maXis QTOF: Submission #11,Bimmen,Germany,51.86051,6.071775,1,Wet weight,"Bream, Abramis brama",,,Rhine River,,River,,Rhine River Basin,,Fish (22486),Muscle,77.0,,Germany,5.272774530814166,-4.0188601106774815
372,19952,19952,LIFE APEX,Real Sample,LIFE APEX 95 Harbour Seal liver from North Sea (2015),"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Cuxhaven,Germany,54.082933,8.48307,1,Wet weight,"Harbour Seal, Phoca vitulina",,,North Sea,,Coastal region,,North Sea Basin,,Other (22510),Liver,71.0,,Germany,1.5414308395198035,1.8857484857495364
373,20005,20005,LIFE APEX,Real Sample,LIFE APEX 69 Bream muscle from Rhine Bimmen (1998),"Thu, 01/01/1998 - 22:00","Thu, 11/27/1997 - 22:00",LC-Bruker maXis QTOF: Submission #11,Bimmen,Germany,51.86051,6.071775,1,Wet weight,"Bream, Abramis brama",,,Rhine River,,River,,Rhine River Basin,,Fish (22486),Muscle,80.0,,Germany,5.38039699432108,-2.697580271495651
374,21582,21582,LIFE APEX,Real Sample,LIFE APEX 07 Herring gull eggs from North Sea Trischen,"Thu, 01/01/2015 - 22:00","Thu, 11/27/2014 - 22:00",LC-Bruker maXis QTOF: Submission #10,Cuxhaven,Germany,53.87,8.69,1,Dry weight,Herring gull,,,North sea,,River,,North sea,,Other (22510),Other,,,Germany,1.5142061495944488,1.5515112572546148
375,19096,19096,LIFE APEX,Real Sample,LIFE APEX 154 Eurasian Otter liver pooled from Southern Moravia,"Fri, 01/01/2016 - 22:00","Fri, 11/27/2015 - 22:00",LC-Bruker maXis QTOF: Submission #11,Brno,Czech Republic,49.104827,16.631006,1,Wet weight,Eurasian Otter,,,,3.0,Terrestrial environment,,,,Other (22510),Liver,68.67873375,,Czech Republic,1.5232553305965937,1.6626079561186597
376,19956,19956,LIFE APEX,Real Sample,LIFE APEX 93 Harbour Seal liver from North Sea (2013),"Tue, 01/01/2013 - 22:00","Tue, 11/27/2012 - 22:00",LC-Bruker maXis QTOF: Submission #10,Cuxhaven,Germany,54.082933,8.48307,1,Wet weight,"Harbour Seal, Phoca vitulina",,,North Sea,,Coastal region,,North Sea Basin,,Other (22510),Liver,73.0,,Germany,1.5371668022509613,1.8333989455768875
377,21533,21533,LIFE APEX,Real Sample,LIFE APEX 30 Harbour Porpoise liver from UK 05,"Sun, 01/01/2017 - 22:00","Sun, 11/27/2016 - 22:00",LC-Bruker maXis QTOF: Submission #11,Liverpool,UK,53.736376,-3.838481,1,Dry weight,Harbour Porpoise,,,Marine water of UK,,Marine environment,,Marine water of UK,,Fish (22486),Liver,,,UK,5.291573280432473,-3.788068061665273
