Liver,Muscle,Egg,Other,id
False,False,False,True,NS00033323
False,False,False,True,NS00012580
False,False,False,True,NS00022343
False,False,False,True,NS00043433
False,False,False,True,NS00065309
False,False,False,True,NS00015476
False,False,False,True,NS00061252
False,False,False,True,NS00096681
False,False,False,True,NS00057320
False,False,False,True,NS00075639
False,False,False,True,NS00044001
False,False,False,True,NS00066034
False,False,False,True,NS00002378
False,False,False,True,NS00103084
False,False,False,True,NS00048046
False,False,False,True,NS00056518
False,False,False,True,NS00054491
False,False,False,True,NS00011946
False,False,False,True,NS00018677
False,False,False,True,NS00032385
False,False,False,True,NS00053711
False,False,False,True,NS00059093
False,False,False,True,NS00064389
False,False,False,True,NS00005721
False,False,False,True,NS00049520
False,False,False,True,NS00064188
False,False,False,True,NS00052752
False,False,False,True,NS00022058
False,False,False,True,NS00037290
False,False,False,True,NS00049901
False,False,False,True,NS00062667
False,False,False,True,NS00021927
False,False,False,True,NS00050299
False,False,False,True,NS00013367
False,False,False,True,NS00012025
False,False,False,True,NS00027523
False,False,False,True,NS00054926
False,False,False,True,NS00022527
False,False,False,True,NS00099294
False,False,False,True,NS00065154
False,False,False,True,NS00002519
False,False,False,True,NS00096689
False,False,False,True,NS00076561
False,False,False,True,NS00056324
False,False,False,True,NS00077630
False,False,False,True,NS00002331
False,False,False,True,NS00080668
False,False,False,True,NS00045044
False,False,False,True,NS00062117
False,False,False,True,NS00003902
False,False,False,True,NS00039846
False,False,False,True,NS00061491
False,False,False,True,NS00066701
False,False,False,True,NS00062287
False,False,False,True,NS00058248
False,False,False,True,NS00013663
False,False,False,True,NS00037613
False,False,False,True,NS00028581
False,False,False,True,NS00062749
False,False,False,True,NS00027274
False,False,False,True,NS00063387
False,False,False,True,NS00012591
False,False,False,True,NS00062060
False,False,False,True,NS00018690
False,False,False,True,NS00060858
False,False,False,True,NS00037973
False,False,False,True,NS00012693
False,False,False,True,NS00063888
False,False,False,True,NS00029804
False,False,False,True,NS00010746
False,False,False,True,NS00080271
False,False,False,True,NS00015167
False,False,False,True,NS00055582
False,False,False,True,NS00026409
False,False,False,True,NS00056517
False,False,False,True,NS00037963
False,False,False,True,NS00061030
False,False,False,True,NS00049722
False,False,False,True,NS00094212
False,False,False,True,NS00088265
False,False,False,True,NS00032932
False,False,False,True,NS00053868
False,False,False,True,NS00024812
False,False,False,True,NS00015135
False,False,False,True,NS00052779
False,False,False,True,NS00019793
False,False,False,True,NS00010731
False,False,False,True,NS00050470
False,False,False,True,NS00060775
False,False,False,True,NS00052900
False,False,False,True,NS00049902
False,False,False,True,NS00012072
False,False,False,True,NS00057054
False,False,False,True,NS00031506
False,False,False,True,NS00066664
False,False,False,True,NS00055164
False,False,False,True,NS00051286
False,False,False,True,NS00050598
False,False,False,True,NS00095911
False,False,False,True,NS00095016
False,False,False,True,NS00086978
False,False,False,True,NS00044708
False,False,False,True,NS00076546
False,False,False,True,NS00025464
False,False,False,True,NS00057718
False,False,False,True,NS00035212
False,False,False,True,NS00046576
False,False,False,True,NS00037754
False,False,False,True,NS00039336
False,False,False,True,NS00056715
False,False,False,True,NS00012518
False,False,False,True,NS00038455
False,False,False,True,NS00024570
False,False,False,True,NS00037507
False,False,False,True,NS00028519
False,False,False,True,NS00027904
False,False,False,True,NS00009928
False,False,False,True,NS00113960
False,False,False,True,NS00001041
False,False,False,True,NS00061941
False,False,False,True,NS00025398
False,False,False,True,NS00053195
False,False,False,True,NS00057848
False,False,False,True,NS00028816
False,False,False,True,NS00060563
False,False,False,True,NS00040315
False,False,False,True,NS00048980
False,False,False,True,NS00089756
False,False,False,True,NS00021905
False,False,False,True,NS00045384
False,False,False,True,NS00065485
False,False,False,True,NS00113580
False,False,False,True,NS00047328
False,False,False,True,NS00009058
False,False,False,True,NS00021845
False,False,False,True,NS00063262
False,False,False,True,NS00049391
False,False,False,True,NS00022162
False,False,False,True,NS00056826
False,False,False,True,NS00012502
False,False,False,True,NS00066458
False,False,False,True,NS00025008
False,False,False,True,NS00047981
False,False,False,True,NS00018681
False,False,False,True,NS00088566
False,False,False,True,NS00073493
False,False,False,True,NS00034960
False,False,False,True,NS00022589
False,False,False,True,NS00066005
False,False,False,True,NS00022210
False,False,False,True,NS00004907
False,False,False,True,NS00009313
False,False,False,True,NS00029848
False,False,False,True,NS00023945
False,False,False,True,NS00014853
False,False,False,True,NS00028142
False,False,False,True,NS00059363
False,False,False,True,NS00052548
False,False,False,True,NS00025952
False,False,False,True,NS00012943
False,False,False,True,NS00039681
False,False,False,True,NS00018423
False,False,False,True,NS00054755
False,False,False,True,NS00080624
False,False,False,True,NS00029850
False,False,False,True,NS00014801
False,False,False,True,NS00055660
False,False,False,True,NS00059927
False,False,False,True,NS00076559
False,False,False,True,NS00058184
False,False,False,True,NS00082204
False,False,False,True,NS00084531
False,False,False,True,NS00019600
False,False,False,True,NS00093410
False,False,False,True,NS00064628
False,False,False,True,NS00051097
False,False,False,True,NS00038812
False,False,False,True,NS00049058
False,False,False,True,NS00013091
False,False,False,True,NS00014800
False,False,False,True,NS00007360
False,False,False,True,NS00076567
False,False,False,True,NS00014757
False,False,False,True,NS00032656
False,False,False,True,NS00064344
False,False,False,True,NS00036143
False,False,False,True,NS00051645
False,False,False,True,NS00009395
False,False,False,True,NS00063514
False,False,False,True,NS00058391
False,False,False,True,NS00096363
False,False,False,True,NS00007456
False,False,False,True,NS00066560
False,False,False,True,NS00090030
False,False,False,True,NS00010039
False,False,False,True,NS00046609
False,False,False,True,NS00012655
False,False,False,True,NS00020040
False,False,False,True,NS00054447
False,False,False,True,NS00019990
False,False,False,True,NS00057528
False,False,False,True,NS00022766
False,False,False,True,NS00064747
False,False,False,True,NS00044954
False,False,False,True,NS00054586
False,False,False,True,NS00009802
False,False,False,True,NS00034784
False,False,False,True,NS00047107
False,False,False,True,NS00058075
False,False,False,True,NS00013033
False,False,False,True,NS00028499
False,False,False,True,NS00048767
False,False,False,True,NS00028925
False,False,False,True,NS00012590
